microchip;species;sex;size;potentDangerous;neighborhood
9,78101E+14;CANINO;MACHO;MINIATURA;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MINIATURA;NO;KENNEDY
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;GRANDE;NO;KENNEDY
9,78101E+14;CANINO;MACHO;GRANDE;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MUY GRANDE;NO;KENNEDY
9,78101E+14;FELINO;MACHO;GRANDE;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;FELINO;MACHO;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MINIATURA;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MINIATURA;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;SI;KENNEDY
9,78101E+14;FELINO;MACHO;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MINIATURA;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MINIATURA;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MINIATURA;NO;KENNEDY
9,78101E+14;FELINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;GRANDE;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MINIATURA;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;GRANDE;NO;KENNEDY
9,78101E+14;FELINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;MACHO;PEQUEÑO;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;GRANDE;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;GRANDE;NO;KENNEDY
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;MACHO;PEQUEÑO;NO;KENNEDY
9,78101E+14;FELINO;MACHO;PEQUEÑO;NO;KENNEDY
9,78101E+14;FELINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;FELINO;MACHO;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;SI;KENNEDY
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;SI;KENNEDY
9,78101E+14;FELINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;FELINO;MACHO;GRANDE;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;MACHO;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;GRANDE;NO;KENNEDY
9,78101E+14;FELINO;MACHO;PEQUEÑO;NO;KENNEDY
9,78101E+14;FELINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;FELINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;GRANDE;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;GRANDE;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;MACHO;PEQUEÑO;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MINIATURA;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MINIATURA;NO;KENNEDY
9,78101E+14;FELINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;FELINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;SI;KENNEDY
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;GRANDE;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;SI;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;SI;KENNEDY
9,78101E+14;CANINO;MACHO;GRANDE;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;GRANDE;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;FELINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;MACHO;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;FELINO;MACHO;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;GRANDE;SI;KENNEDY
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;SI;KENNEDY
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MUY GRANDE;NO;KENNEDY
9,78101E+14;FELINO;MACHO;PEQUEÑO;NO;KENNEDY
9,78101E+14;FELINO;MACHO;GRANDE;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;SI;KENNEDY
9,78101E+14;CANINO;HEMBRA;GRANDE;SI;KENNEDY
9,78101E+14;CANINO;MACHO;MINIATURA;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;MACHO;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;FELINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;GRANDE;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;GRANDE;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;GRANDE;SI;KENNEDY
9,78101E+14;FELINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MINIATURA;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MINIATURA;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;GRANDE;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;GRANDE;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MINIATURA;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;FELINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;GRANDE;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;FELINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;FELINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;GRANDE;NO;KENNEDY
9,78101E+14;FELINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;MACHO;MINIATURA;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MINIATURA;NO;KENNEDY
9,78101E+14;CANINO;MACHO;GRANDE;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;GRANDE;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;GRANDE;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;SI;KENNEDY
9,78101E+14;FELINO;MACHO;MINIATURA;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;SI;KENNEDY
9,78101E+14;CANINO;MACHO;MUY GRANDE;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;GRANDE;SI;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;SI;KENNEDY
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;MACHO;MINIATURA;NO;KENNEDY
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;KENNEDY
9,78101E+14;FELINO;MACHO;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;GRANDE;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MINIATURA;NO;KENNEDY
9,78101E+14;CANINO;MACHO;GRANDE;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MINIATURA;NO;KENNEDY
9,78101E+14;CANINO;MACHO;GRANDE;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;SI;KENNEDY
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;GRANDE;SI;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;GRANDE;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;KENNEDY
9,78101E+14;FELINO;MACHO;GRANDE;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;MACHO;GRANDE;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MINIATURA;NO;KENNEDY
9,78101E+14;FELINO;MACHO;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MINIATURA;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;GRANDE;NO;KENNEDY
9,78101E+14;CANINO;MACHO;GRANDE;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;MACHO;PEQUEÑO;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MINIATURA;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MINIATURA;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MINIATURA;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;SI;KENNEDY
9,78101E+14;CANINO;HEMBRA;GRANDE;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;SI;KENNEDY
9,78101E+14;CANINO;HEMBRA;GIGANTE;NO;KENNEDY
9,78101E+14;CANINO;MACHO;GRANDE;SI;KENNEDY
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MINIATURA;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MINIATURA;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;GRANDE;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;SI;KENNEDY
9,78101E+14;CANINO;MACHO;GRANDE;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MINIATURA;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MINIATURA;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MINIATURA;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MINIATURA;NO;KENNEDY
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MINIATURA;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;GRANDE;NO;KENNEDY
9,78101E+14;CANINO;MACHO;GRANDE;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;GRANDE;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MINIATURA;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;GRANDE;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MINIATURA;NO;KENNEDY
9,78101E+14;CANINO;MACHO;GRANDE;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MINIATURA;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;SI;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;KENNEDY
9,78101E+14;FELINO;MACHO;GRANDE;NO;KENNEDY
9,78101E+14;CANINO;MACHO;GRANDE;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;GRANDE;NO;KENNEDY
9,78101E+14;CANINO;MACHO;GRANDE;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MINIATURA;NO;KENNEDY
9,78101E+14;CANINO;MACHO;GRANDE;NO;KENNEDY
9,78101E+14;FELINO;MACHO;GRANDE;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;GRANDE;NO;KENNEDY
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;GRANDE;NO;KENNEDY
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;SI;KENNEDY
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;GRANDE;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MINIATURA;NO;KENNEDY
9,78101E+14;FELINO;MACHO;MINIATURA;NO;KENNEDY
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;SI;KENNEDY
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;SI;KENNEDY
9,78101E+14;CANINO;MACHO;MINIATURA;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;GRANDE;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MINIATURA;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;GRANDE;NO;KENNEDY
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;KENNEDY
9,78101E+14;CANINO;MACHO;MUY GRANDE;NO;KENNEDY
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;KENNEDY
